type_concept_id,type_name
45436253,Screening administration
45436254,"Patient ""recall"" admin. NOS"
45436261,BP screen administration
45436265,Asthma monitoring admin.
45436268,Stress monitoring admin.
45436276,Stroke/transient ischaemic attack monitoring administration
45436279,Chronic kidney disease monitoring administration
45436288,GOS18 report
45436290,Other audio (document)
45438366,Quarter 4 1996 NANCHANG
45439472,Patient record types
45439474,Patient held care plan
45439480,FW 8-applic for presc exempt
45439484,Other items of service admin.
45439490,Ancillary staff admin. NOS
45439492,GPCF1 - payment from FPC
45439493,Certificates - administration
45439495,Poll tax exemption admin.
45439496,MED4 Doctors statement
45439504,Drug stock control admin
45439548,Further patient encounter admin. data
45439550,Cap follow-up administration
45439554,Stop smoking monitor admin.NOS
45439565,Patient misc. admin. data
45439579,Transfer-degraded record entry
45441657,Quarter 3 1994 WATERLOO
45441658,Quarter 1 2011 HERACLEA
45442703,Child protection plan
45442762,Repeat prescription card
45442763,Heartsave card
45442765,Coroner's post-mortem report
45442772,Minor ops. claim administratn.
45442776,ANC5/6/HC1-DHA staff pay reimb
45442777,FP75 - leave payment
45442778,LOC 4/5 - NOS
45442785,Social security claim report
45442786,Disabled driver certificate
45442789,Consent report
45442790,Report of clinical encounter
45442791,Clinical consultation report
45442793,Mental health admin. NOS
45442847,Cancer monitoring administration
45442867,Discharge summary report
45442868,Clinic note
45442875,Referral modes
45442876,Professional narrative
45444973,Quarter 2 1997 SANTIAGO
45446123,Kick chart
45446153,Summary report
45446156,Form 7-medical recommendation
45446209,Cervical smear screen admin.
45446212,Geriatric screen admin. NOS
45446215,Well woman clinic admin.
45446221,Falls risk assessment administration
45446245,Health visitor report
45446255,Letter with patient
45448255,Quarter 1 1996 PUSHRODS
45448256,Quarter 1 2014 KATZBACH
45449396,Child surveillance admin.NOS
45449398,Obstetric coop card duplicate
45449415,ANC2/3-staff pay reimbursement
45449419,LOC1/2/3- notific. of sickness
45449421,Free prescription administrat.
45449428,Heavy goods vehic drive admin
45449437,Psych. health administration
45449439,Accounting administration
45449458,Reason for referral
45449484,Cap check - admin. NOS
45449485,Hypertension screen admin.
45449495,Diabetes screening administration
45449504,Data transferred from other system
45449505,Night visit local rota note
45451632,Quarter 2 1995 April RADIATOR
45451633,Read Code Administration
45452773,Discharge summary
45452776,Death administration NOS
45452787,LOC 2-sickness notification
45452790,MED5 - doctor's special stat.
45452795,C2 - criminal inj.comp.board
45452801,Transfer summary report
45452802,BAAF Adult 1/2-adopt:appl rep
45452803,Adoption-birth history report
45452805,BAAF D-child 2+yrs report
45452807,Drug addict notific admin
45452811,Forms - miscellaneous
45452813,Patient encounter admin. data
45452822,Referred encounter
45452850,Prevention/screening admin.
45452854,Pill contraceptive admin
45452860,Well man clinic administration
45452882,Administration note
45452883,OOH attendance note
45452885,Image (document)
45452889,Phone contact only
45454926,Quarter 3 2001 MELVILLE
45454927,Quarter 1 2002 FAULKNER
45454928,Quarter 1 2003 ANTIETAM
45454929,Quarter 1 2005 GRANICUS
45454930,Quarter 1 2008 CALDIERO
45456133,Progress report
45456192,Chr dis monitor admin. NOS
45456197,Stop smoking monitoring admin.
45456203,New patient screen admin.
45456217,Research administration NOS
45456231,History
45458304,Quarter 3 1999 LOVERING
45458305,Quarter 3 2000 BLENHEIM
45458306,Quarter 1 2013 MANASSAS
45459361,Coordinated support plan
45459437,Child surveillance administrat
45459443,FP81 - night visit claim
45459450,SC1 - given to staff
45459453,Supply of drugs payment admin
45459456,FP79 - seniority payment
45459468,Attendance allow. exam admin
45459478,Sickness certificate
45459533,Hypertension monitoring admin.
45459555,Atrial fibrillation monitoring administration
45459557,Bowel cancer screening programme administration
45459571,Original text document
45459572,EHR compound types
45459601,Walk in centre administration
45461461,[V]Issue of death certificate
45461711,Quarter 4 1993 LOVINGLY
45461712,Quarter 4 1994 VICTORIA
45461713,Quarter 1 2001 LESNIKIA
45462869,Paediatric surveillance admin.
45462870,Child health surveill. admin
45462875,Post mortem report
45462889,LOC 1/2/3 - NOS
45462891,SC1 - self certificate admin.
45462896,Seat belt exemption admin
45462900,Solicitors court attend. admin
45462906,BAAF C/D-adopt:child report
45462909,Private account
45462970,Hypertension screen admin. NOS
45462971,Adult immunisation admin.
45462975,Stop smoking clinic admin.
45462977,Well adult monitor.admin.NOS
45462999,EHR content specifications
45463002,Discharge notification
45465129,Quarter 2 1996 IGNITION
45465130,Quarter 5 1996 CHADWICK
45466275,SD18 - cause of death clarif
45466287,Supply of drugs payment NOS
45466289,Seniority payment admin
45466292,RM7 - refer patient to RMO
45466302,Fitness to drive report
45466315,Form GOS18 Ophthalmic referral
45466317,SD 86 C superannuation form
45466356,Screening invite medium
45466372,Clinic B monitoring admin.NOS
45466388,Health authority entry
45466390,OOH report
45466395,Request form or letter sent by mail/email
45466397,Transfer-degraded drug allergy
45468537,Quarter 4 1991 INDUSTRY
45468538,Quarter 3 1993 SMOOTHLY
45468539,Quarter 4 1998 FLETCHER
45468540,Quarter 1 2012 FONTENOY
45469620,Cancer care plan
45469625,Clinical management plan
45469699,Patient held record
45469701,"Stat B,C and F cremation certs"
45469712,Minor surgery claim admin.
45469715,Reason for repeat laboratory test
45469716,ANC5/6 - DHA staff reimburse
45469720,LOC 3-sickness payment record
45469730,Mobility allowance exam admin
45469733,Advance directive report
45469735,BAAF D-child 2+yrs rep sent
45469737,Section 3 form - compulsory admission for treatment
45469791,IUD follow-up admin. NOS
45469794,Diabetes monitoring admin.
45469808,Drug trial administration
45469816,"Night visit, deputising service note"
45471849,Quarter 1 2004 BOSWORTH
45471850,Quarter 1 2006 FREIBURG
45471851,Quarter 3 2007 GRUNWALD
45471852,Quarter 3 2010 ROSSBACH
45472999,Patient registration data NOS
45473008,Age-sex card record
45473025,Items of service admin NOS
45473030,LOC4 - application for claim
45473033,IB74 Incapacity benefit
45473036,Life ass. - preliminary report
45473048,BAAF C infant report
45473050,Food poison notific admin
45473079,New appointment
45473095,Child immunisation admin. NOS
45473100,Geriatric screen admin.
45473119,Record transfer administration
45473120,Night visit note
45473121,Other report
45473122,"Out of hours, practice note"
45473139,Mental health care plan status
45475175,Quarter 4 1992 PERVIOUS
45475176,Quarter 1 1995 RAILWAYS
45475177,Quarter 1 1997 HALLIDAY
45475178,Quarter 3 2002 POITIERS
45476262,Cancer shared care medication card
45476342,Family record folder
45476358,MED3 - doctor's statement
45476361,Life assurance report
45476365,CLE - fit to hold driving lic.
45476369,Conference report
45476375,BAAF C-infant report sent
45476404,Appointment
45476441,Community DMARD monitoring appointment
45476457,Comment note
45476458,Discharge report
45476459,Surgery consultation note
45476470,Transfer-degraded medication entry
45478522,Read Code Administration
45479673,Death administration
45479681,FP74 - cervical cytology claim
45479705,Mobility allowance claim rep.
45479706,Adult echocardiography procedure report
45479707,Encounter report
45479763,Diaphragm check administ.
45479767,Stress clinic administration
45479780,Depression monitoring administration
45479798,Diagnosis
45479799,Referral letter
45479800,Telephone call to a patient
45479808,Record headings
45482958,Obstetric coop card
45482961,Maternity services admin.
45482962,Mat B2 - cert of confinement
45482963,Maternity services admin NOS
45482967,Night visit administration
45482978,Staff employment contract
45482980,FP34D - drugs supplied payment
45482981,Training/seniority/leave admin
45482982,Trainee's contract admin.
45482995,Report to benefits agency
45483001,Stock control - drugs
45483069,Clinic A monitoring admin.NOS
45483085,Advance directive administration
45485168,Read Code Administration
45485169,Quarter 2 1995 STRENGTH
45485170,Quarter 3 2009 MOLLWITZ
45486234,Mental health personal health plan
45486328,Paediatric surveillance admin
45486332,Ancillary staff administration
45486333,ANC1 - staff employment record
45486336,Prem1/2 - rent/rates reimb.
45486337,IG1/2/3 - improvement grant
45486338,GPCF2 - payment from FPC
45486342,Life ass.prelim.report NOS
45486343,Criminal inj comp board cert
45486400,Adult health screen admin.
45486416,Dementia monitoring administration
45486424,Bill/fee sent
45486426,Follow-up/routine visit note
45486427,Mail to patient
45486428,Acute visit note
45486429,OCR text document
45486430,Cluster (EHR)
45486431,Anonymised copy of record
45486436,Transfer-degraded referral
45486437,Outpatient letter
45488511,Quarter 1 2000 BORODINO
45488512,Quarter 3 2013 PELUSIUM
45489615,Administration after pat. died
45489623,FP/CHS-Paed surveillance admin
45489633,Prescription exemption certificate
45489635,Insurance (life) report
45489638,Solicitors court allowance
45489646,Sickness certificates
45489656,Referred encounter NOS
45489687,Diabetes monitoring admin.NOS
45489689,"Clinic ""A"" monitoring admin."
45489700,Research administration
45489705,Externally entered note
45489706,Radiology request
45489710,Battery (EHR)
45489716,Transfer-degraded request
45489717,Unscheduled care report
45491779,Quarter 4 1997 HATFIELD
45491780,Quarter 1 1998 OCLOISIG
45491781,Quarter 4 2003 TALAVERA
45491782,Quarter 3 2005 ZORNDORF
45492889,A4 record folder
45492898,FP/MS - minor surgery claim
45492916,Disabled driver badge report
45492925,Form S2 - UK Border Agency
45492975,Clinic D monitoring admin.NOS
45492981,Prevention admin. NOS
45492986,Confidential patient data
45493000,Patient narrative
45493022,Vitamin D deficiency monitoring administration
45496111,Mental health crisis plan
45496190,FMed 133-service PH summary
45496195,HealthSpace summary
45496221,Certificates admin. NOS
45496226,DP32 - register disabled claim
45496232,MY22 - mobility allowance form
45496234,Other specified reports
45496235,Clinical report documentation
45496236,Comprehensive history and physical report
45496239,Adoption-report on child
45496243,Insurance form
45496244,STC1 steroid treatment card
45496261,Incoming mail NOS
45496277,"Patient ""call"" administration"
45496279,Child immunisation admin.
45496293,Heart failure monitoring administration
45496305,Alert note
45496306,Health visitor note
45496307,Initial post discharge review
45496311,Scanned document
45496316,Planned palliative oncology treatment
45498374,Read Code Administration
45498375,Quarter 3 1996 SIKORSKY
45498376,Quarter 3 1997 BJELLAND
45498377,Quarter 3 2012 MARATHON
45499504,HSA1-therap. abort. green form
45499516,LOC4/5 - GP confinement claim
45499519,Private sickness certificate
45499526,BUPA claim admin
45499533,War pensions report
45499534,Radiology report
45499606,"Clinic ""B"" monitoring admin."
45499622,At high risk of cardiovascular disease monitoring administration
45499626,Patient admin. data NOS
45499629,Bill/fee paid
45499630,Non-consultation data
45499631,Non-consultation medication data
45499633,Audio dictation
45501694,Quarter 4 1995 BEARINGS
45501695,Quarter 3 2006 EDGEHILL
45502739,Psychiatry care plan
45502827,Lloyd George record folder
45502850,Statutory sick pay - staff
45502861,RM2-DHSS DMO informat request
45502863,DLA 370 report
45502868,Flow sheet report
45502935,Hypertens.monitoring admin.NOS
45502940,Community disease modifying antirheumatic drug monitoring administration
45502944,Chronic obstructive pulmonary disease monitoring administration
45502952,Clinical trial administration
45506024,Child in need plan
45506099,SD17 - cause of death clarif
45506105,FP82 - arrest of dental h'ge
45506106,FP/RF-new patient check admin.
45506110,Improvement grant admin
45506119,DS 1500 report
45506122,Driving licence fitness report
45506124,Solicitors report
45506126,Supervising physician report
45506127,Faxed report
45506131,Encounter administration
45506178,Rubella antibody screen admin.
45506182,Obesity clinic administration
45506186,Geriatric monitoring admin.
45506191,"Clinic ""C"" monitoring admin."
45506209,A&E report
45506210,Additional note
45506211,Telephone call from a patient
45506214,Category (EHR)
45506219,Inbound referral
45506221,Admission notification
45508303,Quarter 1 1992 FURLOUGH
45508304,Quarter 1 1993 SPLENDID
45508305,Quarter 3 1998 RAYMONDE
45509466,Staff statutory sick pay admin
45509467,FP79 - seniority pay claim
45509474,Applic to reg disabled report
45509478,Housing report
45509488,Drug stock control admin.
45509490,SD86 - GP superan.pay summary
45509491,Audit administration
45509509,Address instruction
45509538,"Patient ""call"" admin. NOS"
45509543,Oral contracept. check admin.
45509544,Oral contraceptive admin
45509547,Chronic disease administration
45509550,Asthma monitoring admin.NOS
45509553,Well man monitor.admin.NOS
45509561,Left ventricular dysfunction monitoring administration
45509572,Laboratory request
45509576,EDI message
45509577,Entire record available to originator
45511673,Quarter 3 1992 MINORITY
45511674,Quarter 1 2010 HASTINGS
45512744,Falls prevention plan
45512746,Management plan for shared care
45512774,Medical follow-up
45512775,Medical follow-up - normal
45512820,FP4 computer form-patient reg.
45512841,CH7- unscheduled imm. claim
45512846,HC1 - health centr staff claim
45512851,Forces sickness on leave cert.
45512864,Cancer multidisciplinary team report
45512867,Dictated operative report
45512871,Infectious dis notific admin
45512873,Mental health administration
45512930,Hypertension clinic admin.
45512937,Anti-smoking monitoring admin.
45512939,Well man monitoring admin.
45512940,Well adult clinic admin.
45512964,Bill/Fee administration
45512965,Power of attorney medical report
45512971,Outbound referral
45512972,Further EHR composition types
45512974,Current supportive care for terminal illness
45515071,Quarter 2 1993 EXPANDED
45516249,"Caution -""same name""-check pat"
45516262,Mat B1 - cert of expected conf
45516266,Staff disciplinary admin.
45516268,FP78- vocational training all.
45516275,Personal Independence Payment claim form
45516289,Court of protection cert
45516303,Malingerer - admin
45516345,Child develop. check admin.NOS
45516369,Advanced directive administration
45516374,Third party consultation
45516383,Reason for discharge
45516384,Planned supportive care for terminal illness
45518402,Quarter 1 1994 SICKNESS
45518403,Quarter 3 1995 CAMSHAFT
45518404,Quarter 3 2003 METAURUS
45518405,Quarter 3 2004 GERGOVIA
45519487,Temp res registration
45519495,Patient record types NOS
45519517,Seniority administration
45519518,GPCF1/2 - section 63 expenses
45519520,Shotgun application cert.
45519524,Disabled - apply to registrar
45519525,Disabled reg applic-full rep.
45519534,Operative report
45519535,Pathology report
45519540,D750 form photocard driving licence
45519575,Adult imm. admin. NOS
45519578,Obesity monitoring admin.
45519581,Geriatric clinic admin.
45519592,Mental health monitoring administration
45519604,Social services report
45519605,Template entry
45522791,Death certificate form Med A
45522813,Training administration
45522814,LOC 1-claim form application
45522816,MED6 - vague diagn stat to RMO
45522820,Examinations - admin
45522825,Cab-taxi - driver admin
45522837,Accounting admin. NOS
45522884,Prevention administration
45522885,Screening invite medium NOS
45522889,Cervical cytology admin.
45522892,IUD follow-up administration
45522895,Asthma clinic administration
45522897,Stress monitoring admin.NOS
45522898,Well adult monitoring admin.
45522918,Emergency consultation note
45522921,EHR attachment types
45522929,Procedure codes (community)
45522931,Carer perception of problem
45522946,Multiple sclerosis monitoring administration
45747656,Pre-qualification time period
45754805,EHR Episode Entry
45754907,Derived value
45756835,Carrier claim header - 1st position
45756836,Carrier claim header - 2nd position
45756837,Carrier claim header - 3rd position
45756838,Carrier claim header - 4th position
45756839,Carrier claim header - 5th position
45756840,Carrier claim header - 6th position
45756841,Carrier claim header - 7th position
45756842,Carrier claim header - 8th position
45756843,Carrier claim detail - 1st position
45756844,Carrier claim detail - 2nd position
45756845,Carrier claim detail - 3rd position
45756846,Carrier claim detail - 4th position
45756847,Carrier claim detail - 5th position
45756848,Carrier claim detail - 6th position
45756849,Carrier claim detail - 7th position
45756850,Carrier claim detail - 8th position
45756851,Carrier claim detail - 9th position
45756852,Carrier claim detail - 10th position
45756853,Carrier claim detail - 11th position
45756854,Carrier claim detail - 12th position
45756855,Carrier claim detail - 13th position
45756856,Outpatient detail - 2nd position
45756857,Outpatient detail - 3rd position
45756858,Outpatient detail - 4th position
45756859,Outpatient detail - 5th position
45756860,Outpatient detail - 6th position
45756861,Outpatient detail - 7th position
45756862,Outpatient detail - 8th position
45756863,Outpatient detail - 9th position
45756864,Outpatient detail - 10th position
45756865,Outpatient detail - 11th position
45756866,Outpatient detail - 12th position
45756867,Outpatient detail - 13th position
45756868,Outpatient detail - 14th position
45756869,Outpatient detail - 15th position
45756870,Outpatient detail - 16th position
45756871,Outpatient detail - 17th position
45756872,Outpatient detail - 18th position
45756873,Outpatient detail - 19th position
45756874,Outpatient detail - 20th position
45756875,Outpatient detail - 21th position
45756876,Outpatient detail - 22th position
45756877,Outpatient detail - 23th position
45756878,Outpatient detail - 24th position
45756879,Outpatient detail - 25th position
45756880,Outpatient detail - 26th position
45756881,Outpatient detail - 27th position
45756882,Outpatient detail - 28th position
45756883,Outpatient detail - 29th position
45756884,Outpatient detail - 30th position
45756885,Outpatient detail - 31th position
45756886,Outpatient detail - 32th position
45756887,Outpatient detail - 33th position
45756888,Outpatient detail - 34th position
45756889,Outpatient detail - 35th position
45756890,Outpatient detail - 36th position
45756891,Outpatient detail - 37th position
45756892,Outpatient detail - 38th position
45756893,Outpatient detail - 39th position
45756894,Outpatient detail - 40th position
45756895,Outpatient detail - 41th position
45756896,Outpatient detail - 42th position
45756897,Outpatient detail - 43th position
45756898,Outpatient detail - 44th position
45756899,Outpatient detail - 45th position
45756900,Carrier claim detail - 1st position
45756901,Carrier claim detail - 2nd position
45756902,Carrier claim detail - 3rd position
45756903,Carrier claim detail - 4th position
45756904,Carrier claim detail - 5th position
45756905,Carrier claim detail - 6th position
45756906,Carrier claim detail - 7th position
45756907,Carrier claim detail - 8th position
45756908,Carrier claim detail - 9th position
45756909,Carrier claim detail - 10th position
45756910,Carrier claim detail - 11th position
45756911,Carrier claim detail - 12th position
45756912,Carrier claim detail - 13th position
45766644,Narrative comment section
45766645,Narrative comment section of pathology report
45766646,Narrative comment section of imaging report
45769912,Implanted device maintenance report
45770247,Request
45770366,Gait analysis assessment record
45770367,Upper gastrointestinal tract endoscopy report
45770368,Lower gastrointestinal tract endoscopy report
45770398,Advance care plan
45770444,Electronic Personal Child Health Record
45770618,AKI (acute kidney injury) warning stage
45770667,"Relevant past medical, surgical and mental health history"
45770670,Services and care
45770671,Lifestyle
45770673,Medications and medical devices
45770692,Prison mental health inreach case notes
45770770,End of life care plan
45770787,Prison primary mental health care case notes
45770878,FP75 leave payment form
45773652,Ecomap
45773847,Electronic Personal Child Health Record
45774067,Inpatient nursing note
45774110,Quarter 3 2014 YORKTOWN
45774147,Genogram
45774225,Ecomap
45890994,Period of complete data capture based on geographic isolation
45891189,Quarter 1 2015 HYDASPES
45891851,Occupational health report
45891922,Health and wellbeing plan
45891942,School nurse note
45891943,Family nurse partnership note
45905770,Patient Self-Reported Condition
45905771,Observation Recorded from a Survey
46277400,Quarter 3 2015 LOBOSITZ
46277502,Patient perception of problem
46277620,Treatment Escalation Plan
46284867,Health and wellbeing plan
46284062,School nurse note
46284085,Occupational health report
46284251,Family nurse partnership note
46284939,BAAF C-infant report sent
46284966,Infectious disease informational notification
46284967,Infectious disease statutory notification
46284990,Dementia advance care plan
46285085,Nuclear medicine images
46285086,Visual field report
46285104,Individualised Treatment Guideline
46285746,Notices under Schedule 3 of the Care Act 2014
46285747,Assessment Notice under the Care Act 2014 schedule 3
46285748,Assessment Notice Accept Response under the Care Act 2014 Schedule 3
46285749,Discharge Notice under the Care Act 2014 Schedule 3
46285758,Discharge Notice Agreement under the Care Act 2014 Schedule 3
46285759,Withdraw All Notices under the Care Act 2014 Schedule 3
46285760,Withdraw Discharge Notice Only under the Care Act 2014 Schedule 3
46285768,Notices under Section 2 of the Community Care (Delayed Discharges etc) Act 2003
46286067,NHS employee report - no examination
46286290,Non Procurator Fiscal post mortem report
46286802,Assessment Notice Reject Response under the Care Act 2014 Schedule 3
46286803,Discharge Notice Disagreement under the Care Act 2014 Schedule 3
46287041,Contamination notification
46287057,Nuclear medicine report
46287072,Treatment Escalation Plan
46287205,Ultraviolet light therapy treatment record
